[-32.2110570000,-67.7259140000],
[-32.2147020000,-67.7217620000],
[-32.2190800000,-67.7187000000],
[-32.2227440000,-67.7144790000],
[-32.2243770000,-67.7090520000],
[-32.2243280000,-67.7030080000],
[-32.2209080000,-67.6988590000],
[-32.2164660000,-67.6956660000],
[-32.2148310000,-67.6901580000],
[-32.2162680000,-67.6844890000],
[-32.2199940000,-67.6802890000],
[-32.2202390000,-67.6743540000],
[-32.2174020000,-67.6696860000],
[-32.2129370000,-67.6667510000],
[-32.2120980000,-67.6655400000],
[-32.2098760000,-67.6623310000],
[-32.2120820000,-67.6566900000],
[-32.2145500000,-67.6514340000],
[-32.2169990000,-67.6461460000],
[-32.2184170000,-67.6404100000],
[-32.2182350000,-67.6373950000],
[-32.2180530000,-67.6343900000],
[-32.2186750000,-67.6284590000],
[-32.2173880000,-67.6226560000],
[-32.2149720000,-67.6173550000],
[-32.2126100000,-67.6120580000],
[-32.2120370000,-67.6060560000],
[-32.2133810000,-67.6003080000],
[-32.2166270000,-67.5956660000],
[-32.2180700000,-67.5899060000],
[-32.2176350000,-67.5839850000],
[-32.2170460000,-67.5810500000],
[-32.2164600000,-67.5781260000],
[-32.2155010000,-67.5722340000],
[-32.2155110000,-67.5711230000],
[-32.2155580000,-67.5662110000],
[-32.2174070000,-67.5606430000],
[-32.2195080000,-67.5551580000],
[-32.2195230000,-67.5492130000],
[-32.2174240000,-67.5438610000],
[-32.2146680000,-67.5387980000],
[-32.2116980000,-67.5339010000],
[-32.2081800000,-67.5296110000],
[-32.2052000000,-67.5247650000],
[-32.2009700000,-67.5214730000],
[-32.1972310000,-67.5179590000],
[-32.1968960000,-67.5176440000],
[-32.1974290000,-67.5118810000],
[-32.2023960000,-67.5108130000],
[-32.2073920000,-67.5085250000],
[-32.2130690000,-67.5007950000],
[-32.2209380000,-67.4968140000],
[-32.2229970000,-67.4950390000],
[-32.2250610000,-67.4932590000],
[-32.2271190000,-67.4914900000],
[-32.2291820000,-67.4897120000],
[-32.2334280000,-67.4863660000],
[-32.2380390000,-67.4837460000],
[-32.2420560000,-67.4802490000],
[-32.2458690000,-67.4764840000],
[-32.2504940000,-67.4742190000],
[-32.2549570000,-67.4719170000],
[-32.2600000000,-67.4713460000],
[-32.2650970000,-67.4718230000],
[-32.2676490000,-67.4718490000],
[-32.2702090000,-67.4718740000],
[-32.2752890000,-67.4715420000],
[-32.2800700000,-67.4694460000],
[-32.2849900000,-67.4681640000],
[-32.2898380000,-67.4664490000],
[-32.2947520000,-67.4649120000],
[-32.2992390000,-67.4620350000],
[-32.3037850000,-67.4592100000],
[-32.3073450000,-67.4550330000],
[-32.3102860000,-67.4501700000],
[-32.3129290000,-67.4450020000],
[-32.3159060000,-67.4401140000],
[-32.3188290000,-67.4351910000],
[-32.3213500000,-67.4299540000],
[-32.3235930000,-67.4245730000],
[-32.3264040000,-67.4195860000],
[-32.3305730000,-67.4160330000],
[-32.3334040000,-67.4112660000],
[-32.3353220000,-67.4058500000],
[-32.3355760000,-67.4028280000],
[-32.3358300000,-67.3998340000],
[-32.3353600000,-67.3938530000],
[-32.3357510000,-67.3878450000],
[-32.3378800000,-67.3824160000],
[-32.3414880000,-67.3781530000],
[-32.3457270000,-67.3747840000],
[-32.3501890000,-67.3719410000],
[-32.3551550000,-67.3704710000],
[-32.3576750000,-67.3701260000],
[-32.3584500000,-67.3701670000],
[-32.3586750000,-67.3246430000],
[-32.3586850000,-67.3245210000],
[-32.3588510000,-67.2880810000],
[-32.3219880000,-67.3097390000],
[-32.2957970000,-67.3251020000],
[-32.2630490000,-67.3576660000],
[-32.2590150000,-67.3576190000],
[-32.2564500000,-67.3575970000],
[-32.2558910000,-67.3575890000],
[-32.2513380000,-67.3575370000],
[-32.2487890000,-67.3576790000],
[-32.2462310000,-67.3578270000],
[-32.2411290000,-67.3580930000],
[-32.2408270000,-67.3580910000],
[-32.2360170000,-67.3580540000],
[-32.2334610000,-67.3580240000],
[-32.2309060000,-67.3579840000],
[-32.2283540000,-67.3579590000],
[-32.2257890000,-67.3579230000],
[-32.2232380000,-67.3579150000],
[-32.2206770000,-67.3579000000],
[-32.2155770000,-67.3580020000],
[-32.2105100000,-67.3588340000],
[-32.2099220000,-67.3590030000],
[-32.2055530000,-67.3602710000],
[-32.2005870000,-67.3617270000],
[-32.1981000000,-67.3624140000],
[-32.1956080000,-67.3631000000],
[-32.1931170000,-67.3637760000],
[-32.1906300000,-67.3644470000],
[-32.1881600000,-67.3652290000],
[-32.1856900000,-67.3660110000],
[-32.1806230000,-67.3667840000],
[-32.1755160000,-67.3667660000],
[-32.1704130000,-67.3667080000],
[-32.1652900000,-67.3668230000],
[-32.1652090000,-67.3668370000],
[-32.1602230000,-67.3676110000],
[-32.1600960000,-67.3676490000],
[-32.1552300000,-67.3690120000],
[-32.1551670000,-67.3690510000],
[-32.1507190000,-67.3717850000],
[-32.1462780000,-67.3747260000],
[-32.1413180000,-67.3760240000],
[-32.1387750000,-67.3764520000],
[-32.1362230000,-67.3768850000],
[-32.1361640000,-67.3769060000],
[-32.1312830000,-67.3784480000],
[-32.1265430000,-67.3806840000],
[-32.1215000000,-67.3817130000],
[-32.1163940000,-67.3815190000],
[-32.1113020000,-67.3809390000],
[-32.1062240000,-67.3802010000],
[-32.1011960000,-67.3790660000],
[-32.1011060000,-67.3790490000],
[-32.0961720000,-67.3780110000],
[-32.0910580000,-67.3776820000],
[-32.0859600000,-67.3775550000],
[-32.0834050000,-67.3774590000],
[-32.0808450000,-67.3773600000],
[-32.0782950000,-67.3772630000],
[-32.0757400000,-67.3771610000],
[-32.0699330000,-67.3759010000],
[-32.0545810000,-67.3725690000],
[-32.0018280000,-67.3570270000],
[-32.0017870000,-67.3570500000],
[-31.9962800000,-67.3602040000],
[-31.9906830000,-67.3629120000],
[-31.9848480000,-67.3630030000],
[-31.9818510000,-67.3620490000],
[-31.9788270000,-67.3610780000],
[-31.9728860000,-67.3609930000],
[-31.9669850000,-67.3630110000],
[-31.9614620000,-67.3659470000],
[-31.9588930000,-67.3679760000],
[-31.9563190000,-67.3700030000],
[-31.9508890000,-67.3726800000],
[-31.9449080000,-67.3729430000],
[-31.9418360000,-67.3726960000],
[-31.9387500000,-67.3724490000],
[-31.9296880000,-67.3732660000],
[-31.9296520000,-67.3732740000],
[-31.9237180000,-67.3745680000],
[-31.9207660000,-67.3753140000],
[-31.9178090000,-67.3760630000],
[-31.9119210000,-67.3777540000],
[-31.9090030000,-67.3786860000],
[-31.9060750000,-67.3796090000],
[-31.9002300000,-67.3814670000],
[-31.8973200000,-67.3824860000],
[-31.8944150000,-67.3835020000],
[-31.8941390000,-67.3835900000],
[-31.8885780000,-67.3853940000],
[-31.8822720000,-67.3873100000],
[-31.8788480000,-67.3883390000],
[-31.8759380000,-67.3884640000],
[-31.8756520000,-67.3882300000],
[-31.8740880000,-67.3869470000],
[-31.8722510000,-67.3809090000],
[-31.8718100000,-67.3771150000],
[-31.8716270000,-67.3749030000],
[-31.8714790000,-67.3731500000],
[-31.8711560000,-67.3692540000],
[-31.8701270000,-67.3621640000],
[-31.8695560000,-67.3586690000],
[-31.8689850000,-67.3551660000],
[-31.8689470000,-67.3548930000],
[-31.8680090000,-67.3481280000],
[-31.8679930000,-67.3479370000],
[-31.8674750000,-67.3410980000],
[-31.8674970000,-67.3342940000],
[-31.8675040000,-67.3340380000],
[-31.8679570000,-67.3269540000],
[-31.8686080000,-67.3206690000],
[-31.8686930000,-67.3198700000],
[-31.8696000000,-67.3128400000],
[-31.8705520000,-67.3062330000],
[-31.8706050000,-67.3058490000],
[-31.8717720000,-67.2993740000],
[-31.8718580000,-67.2989030000],
[-31.8725600000,-67.2954520000],
[-31.8732630000,-67.2919900000],
[-31.8739970000,-67.2885480000],
[-31.8747300000,-67.2851050000],
[-31.8754770000,-67.2816730000],
[-31.8762240000,-67.2782250000],
[-31.8770210000,-67.2747970000],
[-31.8778170000,-67.2713730000],
[-31.8786630000,-67.2679660000],
[-31.8795080000,-67.2645620000],
[-31.8814180000,-67.2578930000],
[-31.8814420000,-67.2578010000],
[-31.8826880000,-67.2544650000],
[-31.8839290000,-67.2511240000],
[-31.8859420000,-67.2444320000],
[-31.8863740000,-67.2375870000],
[-31.8856030000,-67.2306490000],
[-31.8842370000,-67.2236500000],
[-31.8834910000,-67.2201420000],
[-31.8827490000,-67.2166240000],
[-31.8816370000,-67.2098010000],
[-31.8811310000,-67.2061160000],
[-31.8806910000,-67.2025910000],
[-31.8802550000,-67.1990820000],
[-31.8798690000,-67.1955660000],
[-31.8794790000,-67.1920370000],
[-31.8794620000,-67.1918250000],
[-31.8788680000,-67.1849800000],
[-31.8786400000,-67.1814450000],
[-31.8784110000,-67.1779040000],
[-31.8783970000,-67.1774870000],
[-31.8781020000,-67.1708040000],
[-31.8779780000,-67.1642160000],
[-31.8779650000,-67.1636980000],
[-31.8780430000,-67.1566160000],
[-31.8781700000,-67.1530720000],
[-31.8783010000,-67.1495230000],
[-31.8785040000,-67.1459770000],
[-31.8787120000,-67.1424240000],
[-31.8792850000,-67.1353530000],
[-31.8800190000,-67.1284000000],
[-31.8800290000,-67.1283130000],
[-31.8803230000,-67.1256480000],
[-31.8808230000,-67.1211000000],
[-31.8812700000,-67.1174330000],
[-31.8818780000,-67.1138520000],
[-31.8888060000,-67.1033270000],
[-31.8919340000,-67.1018390000],
[-31.8976340000,-67.0950150000],
[-31.8973670000,-67.0877610000],
[-31.8969120000,-67.0839400000],
[-31.8966770000,-67.0803140000],
[-31.8962320000,-67.0732030000],
[-31.8959870000,-67.0696680000],
[-31.8957370000,-67.0661290000],
[-31.8957340000,-67.0659920000],
[-31.8955580000,-67.0590500000],
[-31.8955850000,-67.0585060000],
[-31.8958090000,-67.0532290000],
[-31.8959510000,-67.0508310000],
[-31.8959760000,-67.0505120000],
[-31.8964050000,-67.0449040000],
[-31.8967270000,-67.0413670000],
[-31.8970450000,-67.0378370000],
[-31.8973670000,-67.0343000000],
[-31.8976840000,-67.0307680000],
[-31.8981600000,-67.0236880000],
[-31.8983510000,-67.0201520000],
[-31.8985370000,-67.0166000000],
[-31.8987060000,-67.0130600000],
[-31.8988780000,-67.0095080000],
[-31.8990280000,-67.0059740000],
[-31.8991820000,-67.0024240000],
[-31.8993000000,-66.9988730000],
[-31.8994180000,-66.9953200000],
[-31.8995230000,-66.9917830000],
[-31.8996220000,-66.9882300000],
[-31.8996950000,-66.9846790000],
[-31.8997630000,-66.9811380000],
[-31.8997860000,-66.9740320000],
[-31.8997500000,-66.9704830000],
[-31.8997190000,-66.9669310000],
[-31.8996460000,-66.9633890000],
[-31.8995790000,-66.9598340000],
[-31.8994790000,-66.9562870000],
[-31.8993790000,-66.9527500000],
[-31.8992620000,-66.9492050000],
[-31.8991390000,-66.9456540000],
[-31.8989900000,-66.9421090000],
[-31.8988360000,-66.9385560000],
[-31.8986590000,-66.9350180000],
[-31.8984780000,-66.9314750000],
[-31.8982740000,-66.9279290000],
[-31.8980650000,-66.9243890000],
[-31.8975980000,-66.9173100000],
[-31.8973030000,-66.9137840000],
[-31.8970130000,-66.9102430000],
[-31.8967040000,-66.9067120000],
[-31.8963960000,-66.9031440000],
[-31.8957290000,-66.8960820000],
[-31.8952870000,-66.8929550000],
[-31.8952140000,-66.8924440000],
[-31.8979910000,-66.8865930000],
[-31.9006400000,-66.8805490000],
[-31.9011480000,-66.8735740000],
[-31.9012510000,-66.8664160000],
[-31.9012170000,-66.8628080000],
[-31.9011780000,-66.8591950000],
[-31.9011730000,-66.8585480000],
[-31.9011450000,-66.8520490000],
[-31.9011100000,-66.8485100000],
[-31.9010800000,-66.8449530000],
[-31.9010000000,-66.8414050000],
[-31.9009240000,-66.8378580000],
[-31.9008030000,-66.8343080000],
[-31.9006860000,-66.8307710000],
[-31.9005430000,-66.8272180000],
[-31.9003990000,-66.8236780000],
[-31.9002370000,-66.8201350000],
[-31.9000700000,-66.8165820000],
[-31.8998770000,-66.8130420000],
[-31.8996780000,-66.8095040000],
[-31.8994570000,-66.8059560000],
[-31.8992320000,-66.8024100000],
[-31.8990910000,-66.8004290000],
[-31.8990250000,-66.7994850000],
[-31.8987310000,-66.7953440000],
[-31.8984820000,-66.7917960000],
[-31.8982380000,-66.7882630000],
[-31.8976190000,-66.7811890000],
[-31.8967830000,-66.7741710000],
[-31.8967440000,-66.7739140000],
[-31.8957020000,-66.7671560000],
[-31.8943560000,-66.7601920000],
[-31.8925510000,-66.7534680000],
[-31.8891690000,-66.7473840000],
[-31.8864600000,-66.7412220000],
[-31.8859720000,-66.7342790000],
[-31.8865800000,-66.7163130000],
[-31.8811880000,-66.7217060000],
[-31.8811380000,-66.7217640000],
[-31.8749300000,-66.7294670000],
[-31.8705720000,-66.7345640000],
[-31.8659370000,-66.7391980000],
[-31.8608930000,-66.7428790000],
[-31.8552700000,-66.7452120000],
[-31.8492960000,-66.7467460000],
[-31.8490560000,-66.7468070000],
[-31.8432800000,-66.7483000000],
[-31.8428870000,-66.7484450000],
[-31.8374780000,-66.7504930000],
[-31.8370530000,-66.7506640000],
[-31.8315260000,-66.7528450000],
[-31.8314080000,-66.7529050000],
[-31.8259080000,-66.7557440000],
[-31.8179720000,-66.7655620000],
[-31.8166990000,-66.7689080000],
[-31.8155950000,-66.7723840000],
[-31.8146000000,-66.7758550000],
[-31.8145450000,-66.7760980000],
[-31.8130160000,-66.7826780000],
[-31.8120210000,-66.7897210000],
[-31.8110890000,-66.7967840000],
[-31.8096210000,-66.8036300000],
[-31.8086080000,-66.8069610000],
[-31.8075720000,-66.8103390000],
[-31.8053920000,-66.8170940000],
[-31.8029550000,-66.8237310000],
[-31.8001680000,-66.8300500000],
[-31.7969410000,-66.8359130000],
[-31.7930650000,-66.8412100000],
[-31.7884390000,-66.8459610000],
[-31.7833070000,-66.8500800000],
[-31.7779010000,-66.8534800000],
[-31.7778640000,-66.8534980000],
[-31.7723780000,-66.8559730000],
[-31.7664800000,-66.8574620000],
[-31.7606670000,-66.8582110000],
[-31.7603420000,-66.8582500000],
[-31.7541930000,-66.8586760000],
[-31.7481400000,-66.8589920000],
[-31.7421020000,-66.8590920000],
[-31.7360420000,-66.8590310000],
[-31.7330120000,-66.8589560000],
[-31.7299780000,-66.8588780000],
[-31.7269530000,-66.8587710000],
[-31.7239110000,-66.8586660000],
[-31.7208860000,-66.8585880000],
[-31.7178600000,-66.8585130000],
[-31.7117960000,-66.8584280000],
[-31.7081800000,-66.8583840000],
[-31.7057370000,-66.8583350000],
[-31.7027070000,-66.8582700000],
[-31.6996770000,-66.8582240000],
[-31.6966480000,-66.8581800000],
[-31.6936180000,-66.8581650000],
[-31.6905870000,-66.8581560000],
[-31.6900420000,-66.8581640000],
[-31.6845310000,-66.8582720000],
[-31.6815130000,-66.8584130000],
[-31.6784780000,-66.8585510000],
[-31.6780540000,-66.8585810000],
[-31.6724100000,-66.8589960000],
[-31.6663720000,-66.8597360000],
[-31.6662050000,-66.8597720000],
[-31.6604250000,-66.8609920000],
[-31.6602170000,-66.8610580000],
[-31.6546310000,-66.8629120000],
[-31.6545410000,-66.8629510000],
[-31.6489290000,-66.8652920000],
[-31.6460940000,-66.8665730000],
[-31.6432490000,-66.8678570000],
[-31.6375550000,-66.8703360000],
[-31.6371980000,-66.9470100000],
[-31.6351450000,-66.9496660000],
[-31.6331190000,-66.9522890000],
[-31.6289770000,-66.9574640000],
[-31.6245310000,-66.9622850000],
[-31.6198700000,-66.9668390000],
[-31.6175260000,-66.9691070000],
[-31.6151910000,-66.9713750000],
[-31.6150100000,-66.9715660000],
[-31.6107320000,-66.9761340000],
[-31.6106730000,-66.9762070000],
[-31.6047820000,-66.9840850000],
[-31.6011710000,-66.9897690000],
[-31.5977570000,-66.9956360000],
[-31.5960880000,-66.9986080000],
[-31.5944150000,-67.0015740000],
[-31.5927770000,-67.0045490000],
[-31.5911260000,-67.0075340000],
[-31.5881010000,-67.0137060000],
[-31.5866470000,-67.0168510000],
[-31.5852020000,-67.0199830000],
[-31.5821360000,-67.0260910000],
[-31.5786680000,-67.0318100000],
[-31.5725210000,-67.0396390000],
[-31.5679690000,-67.0444660000],
[-31.5679100000,-67.0445150000],
[-31.5631490000,-67.0488250000],
[-31.5581080000,-67.0526390000],
[-31.5526770000,-67.0556580000],
[-31.5468860000,-67.0579600000],
[-31.5409420000,-67.0597250000],
[-31.5407120000,-67.0597750000],
[-31.5350100000,-67.0610980000],
[-31.5348210000,-67.0611250000],
[-31.5290100000,-67.0619700000],
[-31.5229640000,-67.0625040000],
[-31.5199230000,-67.0627380000],
[-31.5168910000,-67.0629640000],
[-31.5138670000,-67.0632590000],
[-31.5108440000,-67.0635560000],
[-31.5048100000,-67.0641850000],
[-31.5018000000,-67.0644830000],
[-31.4987760000,-67.0647830000],
[-31.4957620000,-67.0650750000],
[-31.4927470000,-67.0653720000],
[-31.4897230000,-67.0656820000],
[-31.4867040000,-67.0659900000],
[-31.4836940000,-67.0663140000],
[-31.4806750000,-67.0666400000],
[-31.4746410000,-67.0672820000],
[-31.4684870000,-67.0676560000],
[-31.4684380000,-67.0676610000],
[-31.4623560000,-67.0680580000],
[-31.4621570000,-67.0680840000],
[-31.4563250000,-67.0688550000],
[-31.4531580000,-67.0696290000],
[-31.4528140000,-67.0697170000],
[-31.4477840000,-67.0716790000],
[-31.4477160000,-67.0717230000],
[-31.4425910000,-67.0752040000],
[-31.4425370000,-67.0752510000],
[-31.4376230000,-67.0794580000],
[-31.4351470000,-67.0816380000],
[-31.4339340000,-67.0826420000],
[-31.4326360000,-67.0837180000],
[-31.4325990000,-67.0837410000],
[-31.4273980000,-67.0871890000],
[-31.4273350000,-67.0872120000],
[-31.4217340000,-67.0893920000],
[-31.4189920000,-67.0900180000],
